gene_name	localisation
GADL1	Plasma-membrane
ACKR2	Cytosol
ACKR2	Vesicles
GASK1A	Vesicles
CSRNP1	Nucleoplasm
ITGA9	Vesicles
SLC22A14	Connecting-piece
SLC22A14	Mid-piece
SLC22A14	Principal-piece
GOLGA4	Golgi-apparatus
CTDSPL	Vesicles
IQSEC1	Cytosol
CAND2	Nuclear-bodies
RPL32	Cytosol
RPL32	Endoplasmic-reticulum
PTPRG	Plasma-membrane
IL17RD	Golgi-apparatus
SHQ1	Nucleoplasm
SLC25A26	Mitochondria
UBA3	Cytosol
UBA3	Plasma-membrane
ARL6IP5	Endoplasmic-reticulum
TMF1	Golgi-apparatus
LRIG1	Cytosol
ENSG00000144785	Centriolar-satellite
ENSG00000144785	Nucleoplasm
LIMD1	Focal-adhesion-sites
LIMD1	Nucleoplasm
NFKBIZ	Nuclear-speckles
COL8A1	Vesicles
NXPE3	Vesicles
ADGRG7	Plasma-membrane
MYH15	Cytosol
PHLDB2	Cytosol
PHLDB2	Plasma-membrane
ABHD10	Mitochondria
RABL3	Endoplasmic-reticulum
ADPRH	Nuclear-membrane
IGSF11	Cell-Junctions
ATG3	Cytosol
ATG3	Plasma-membrane
NR1I2	Nucleoplasm
BOC	Nuclear-bodies
BOC	Plasma-membrane
SRPRB	Plasma-membrane
TMEM108	Cytosol
TMEM108	Plasma-membrane
MED12L	Nucleoli
EIF2A	Cytosol
ALDH1L1	Cytosol
OSBPL11	Golgi-apparatus
OSBPL11	Nucleoplasm
TRPC1	Vesicles
NCEH1	Endoplasmic-reticulum
LPP	Cytosol
LPP	Focal-adhesion-sites
TMEM44	Cytosol
RUBCN	Cytosol
RUBCN	Vesicles
AMT	Mitochondria
TCTA	Cytosol
NICN1	Nucleoplasm
UCN2	Vesicles
DCAF1	Nucleoplasm
MANF	Endoplasmic-reticulum
EIF2B5	Cytosol
AHSG	Golgi-apparatus
VWA5B2	Golgi-apparatus
DGKQ	Nucleoli
FIP1L1	Nucleoplasm
SLC26A1	Microtubules
LYAR	Nucleoli-rim
CENPC	Kinetochore
CENPC	Nuclear-bodies
EPHA5	Golgi-apparatus
CORIN	Plasma-membrane
ATP10D	Nucleoplasm
ATP10D	Plasma-membrane
OCIAD2	Mitochondria
PLAC8	Cytosol
ENOPH1	Nucleoplasm
TRMT10A	Actin-filaments
TRMT10A	Nucleoli
TRMT10A	Nucleoplasm
KLHL8	Nucleoplasm
PYURF	Nucleoplasm
TBCK	Nucleoli-fibrillar-center
TBCK	Nucleoplasm
CAMK2D	Plasma-membrane
CAMK2D	Primary-cilium-tip
CAMK2D	Primary-cilium-transition-zone
CAMK2D	Principal-piece
CISD2	Endoplasmic-reticulum
DDIT4L	Plasma-membrane
ANK2	Acrosome
ANK2	Plasma-membrane
TIFA	Nucleoli
TIFA	Nucleoplasm
SPATA5	Cytosol
FABP2	Actin-filaments
FABP2	Cytosol
CCNA2	Cytosol
CCNA2	Nucleoplasm
METTL14	Nucleoplasm
USP53	Plasma-membrane
SETD7	Nucleoli
SETD7	Nucleoli-rim
NAF1	Nucleoplasm
MARCHF1	Vesicles
SFRP2	Intermediate-filaments
RPS3A	Cytosol
RPS3A	Endoplasmic-reticulum
RPS3A	Nucleoli
PDGFC	Cytosol
PDGFC	Plasma-membrane
GLRA3	Plasma-membrane
GLRA3	Vesicles
CYP4V2	Nuclear-speckles
ROPN1L	End-piece
ROPN1L	Mid-piece
ROPN1L	Primary-cilium-transition-zone
ROPN1L	Principal-piece
MARCHF6	Endoplasmic-reticulum
ADAMTS16	Vesicles
MYO10	Cytosol
MYO10	Plasma-membrane
OTULINL	Cytosol
OTULINL	Nucleoli
SKP2	Cytosol
SKP2	Nucleoplasm
OSMR	Nucleoli
UGT3A1	Cytosol
UGT3A1	Vesicles
PLK2	Cytosol
PLK2	Mitochondria
PLK2	Nucleoplasm
PIK3R1	Cytosol
HAPLN1	Vesicles
LHFPL2	Plasma-membrane
SSBP2	Nucleoplasm
BHMT	Cytosol
ANKRD31	Centrosome
ANKRD31	Nucleoplasm
IQGAP2	Plasma-membrane
IQGAP2	Vesicles
RASA1	Basal-body
RASA1	Vesicles
LIX1	Cytosol
GIN1	Nucleoli
GIN1	Nucleoplasm
PPIP5K2	Vesicles
PAM	Cytosol
PAM	Golgi-apparatus
BDP1	Nucleoplasm
GTF2H2	Nuclear-speckles
SLC30A5	Golgi-apparatus
BTF3	Cytosol
FBXL17	Nucleoplasm
SPATA9	Mitochondria
TNFAIP8	Nucleoplasm
FEM1C	Nucleoplasm
COMMD10	Nucleoplasm
ATG12	Nucleoplasm
ATG12	Vesicles
MEGF10	Plasma-membrane
ADAMTS19	Midbody
ADAMTS19	Vesicles
YIPF5	Endoplasmic-reticulum
YIPF5	Golgi-apparatus
YIPF5	Vesicles
ARHGAP26	Cytosol
LECT2	Cytosol
SLC25A48	Intermediate-filaments
DDX46	Nuclear-speckles
TIMD4	Plasma-membrane
RNF145	Cytosol
RNF145	Nucleoplasm
RNF145	Plasma-membrane
C1QTNF2	Centrosome
C1QTNF2	Golgi-apparatus
FBXO38	Nucleoplasm
FBXO38	Plasma-membrane
PCYOX1L	Mitochondria
PCYOX1L	Nucleoplasm
GLRA1	Plasma-membrane
GLRA1	Vesicles
TNIP1	Nucleoplasm
G3BP1	Cytosol
ZNF300	Nucleoplasm
N4BP3	Nucleoplasm
TENM2	Nucleoli
FAM50B	Nucleoplasm
MYLK4	Golgi-apparatus
GFOD1	Cytosol
GFOD1	Nucleoplasm
PSD2	Plasma-membrane
ZMAT2	Mitochondria
ZMAT2	Nucleoplasm
GFRA3	Plasma-membrane
DCDC2	Cytosol
DCDC2	Microtubules
TRIM7	Vesicles
TRIM41	Nucleoli-fibrillar-center
HIGD2A	Mitochondria
FAM193B	Nucleoli
FAM193B	Nucleoplasm
TNFRSF21	Cytosol
TNFRSF21	Plasma-membrane
RNF44	Nucleoplasm
MMUT	Cytosol
RASGEF1C	Mitochondria
DOK3	Plasma-membrane
ABT1	Vesicles
PPP1R18	Plasma-membrane
DAAM2	Nucleoplasm
PRIM2	Nucleoplasm
MLIP	Nucleoplasm
MLIP	Plasma-membrane
LGSN	Nucleoplasm
LGSN	Vesicles
SCUBE3	Plasma-membrane
CRIP3	Nuclear-speckles
TTBK1	Cytosol
TCTE1	Mid-piece
TCTE1	Vesicles
RPL7L1	Mitochondria
RPL7L1	Nucleoli
NFKBIE	Nucleoli-fibrillar-center
TPBG	Nucleoplasm
IRAK1BP1	Vesicles
PHIP	Nucleoplasm
MMS22L	Nucleoplasm
FAXC	Nucleoplasm
PNRC1	Nucleoli
PNRC1	Nucleoplasm
PM20D2	Nucleoplasm
RARS2	Mitochondria
SCML4	Nucleoplasm
TBC1D32	Mitochondria
ARHGAP18	Cytosol
ABRACL	Nucleoplasm
SLC18B1	Golgi-apparatus
SLC2A12	Plasma-membrane
SHPRH	Nuclear-membrane
SHPRH	Nucleoplasm
DYNLT1	Acrosome
DYNLT1	Cytosol
TIAM2	Nucleoli-fibrillar-center
TIAM2	Nucleoplasm
TMEM181	Vesicles
WTAP	Nuclear-speckles
ZMYM4	Nucleoplasm
VIP	Endoplasmic-reticulum
ARMT1	Nuclear-bodies
SLC22A3	Vesicles
VWDE	Cytosol
GNA12	Cytosol
C7orf50	Nucleoli
C7orf50	Nucleoplasm
SDK1	Cytosol
CCZ1B	Vesicles
INTS15	Nucleoplasm
RBAK	Nucleoplasm
CREB5	Nucleoplasm
EGFR	Golgi-apparatus
EGFR	Plasma-membrane
CDCA5	Nucleoplasm
PURB	Nucleoplasm
IGFBP1	Golgi-apparatus
MDH2	Mitochondria
POMZP3	Nuclear-membrane
POMZP3	Nucleoplasm
NIPSNAP2	Mitochondria
CCT6A	Cytosol
PSPH	Cytosol
TRIM50	Cytosol
ZNF92	Nucleoplasm
ATXN7L1	Cytosol
ATXN7L1	Nucleoplasm
TMEM168	Golgi-apparatus
TRAPPC14	Vesicles
GIGYF1	Vesicles
TRIM4	Cytosol
MEPCE	Nucleoplasm
TMEM209	Nuclear-membrane
TMEM209	Nuclear-speckles
TMEM209	Vesicles
AGBL3	Cytosol
STRA8	Cytosol
ZC3HAV1L	Cytosol
NOM1	Nucleoli
NCAPG2	Nucleoplasm
SHROOM2	Cell-Junctions
SHROOM2	Plasma-membrane
LUC7L2	Nucleoplasm
CLTRN	Endoplasmic-reticulum
CLTRN	Vesicles
SH3KBP1	Cytosol
TMEM47	Nuclear-membrane
LANCL3	Mitochondria
SYTL5	Cytosol
SYTL5	Golgi-apparatus
CASK	Nucleoplasm
KDM6A	Nucleoli
KDM6A	Nucleoli-rim
SPIN2A	Nucleoplasm
MSN	Plasma-membrane
CCNB3	Nucleoplasm
SLC16A2	Plasma-membrane
ZNF182	Nucleoplasm
CHST7	Nucleoplasm
CHST7	Vesicles
KRBOX4	Nucleoplasm
NDUFB11	Mitochondria
ZNF41	Nucleoplasm
RAB41	Cytosol
ZMYM3	Nucleoplasm
TAF1	Nucleoplasm
GPR174	Plasma-membrane
NONO	Nucleoplasm
LPAR4	Plasma-membrane
EBP	Endoplasmic-reticulum
EBP	Nuclear-membrane
OGT	Nucleoplasm
ITGB1BP2	Cytosol
IL2RG	Plasma-membrane
GCNA	Nucleoplasm
ZNF711	Nucleoplasm
DIAPH2	Endoplasmic-reticulum
DIAPH2	Vesicles
NXF3	Nucleoplasm
PRPS1	Vesicles
RADX	Nuclear-speckles
IGSF1	Cytosol
ARHGAP36	Nucleoplasm
GPC3	Plasma-membrane
RBMX	Nucleoplasm
MFHAS1	Nucleoplasm
MAGEA4	Nuclear-speckles
NSDHL	Endoplasmic-reticulum
ZNF185	Cytosol
ZNF185	Plasma-membrane
CETN2	Flagellar-centriole
CETN2	Nucleoplasm
RPL10	Cytosol
RPL10	Endoplasmic-reticulum
CSGALNACT1	Cytosol
ATP6V1B2	Vesicles
CCDC25	Golgi-apparatus
CCDC25	Nucleoplasm
HMBOX1	Nucleoplasm
DOK2	Plasma-membrane
SLC25A37	Mitochondria
CHMP7	Nucleoplasm
DOCK5	Cytosol
PLPBP	Cytosol
ERLIN2	Endoplasmic-reticulum
PXDNL	Cytosol
PXDNL	Nucleoplasm
TACC1	Cytosol
PLPP5	Vesicles
GINS4	Nucleoplasm
NSD3	Mitochondria
TRIM55	Golgi-apparatus
ADHFE1	Vesicles
MRPS28	Mitochondria
LACTB2	Cytosol
PRDM14	Nucleoplasm
TERF1	Nucleoli-fibrillar-center
RPL7	Cytosol
RPL7	Endoplasmic-reticulum
SLC26A7	Vesicles
PSKH2	Nucleoplasm
ATP6V0D2	Vesicles
SYBU	Vesicles
MTDH	Endoplasmic-reticulum
LRP12	Mitochondria
LRP12	Nucleoli-fibrillar-center
LRP12	Plasma-membrane
EBAG9	Golgi-apparatus
POLR2K	Nucleoli-fibrillar-center
EIF3H	Cytosol
UTP23	Nucleoli
NDUFB9	Mitochondria
TATDN1	Nucleoplasm
FAM83A	Nucleoplasm
GSDMC	Vesicles
FAM135B	Nuclear-membrane
ZNF7	Mitochondria
ARHGAP39	Nucleoplasm
NAPRT	Golgi-apparatus
AK3	Mitochondria
UHRF2	Nucleoplasm
NFIB	Nucleoli-fibrillar-center
NFIB	Nucleoplasm
PLIN2	Lipid-droplets
HAUS6	Acrosome
HAUS6	Centriolar-satellite
HAUS6	Cytosol
CDKN2B	Nucleoplasm
CDKN2A	Nucleoplasm
C9orf72	Cytosol
C9orf72	Vesicles
ZCCHC7	Cytosol
ZCCHC7	Nucleoli
FBXO10	Cytosol
FBXO10	Nucleoplasm
ZNG1E	Plasma-membrane
NTRK2	Plasma-membrane
IDNK	Cytosol
IDNK	Mitochondria
SHC3	Nucleoplasm
AUH	Cytosol
MFSD14B	Cytosol
MFSD14B	Nucleoplasm
AOPEP	Cell-Junctions
PLPPR1	Nucleoplasm
ZNF462	Nucleoplasm
INIP	Nucleoplasm
SNX30	Cytosol
SNX30	Nucleoli
SNX30	Nucleoplasm
STOM	Plasma-membrane
STOM	Vesicles
GSN	Actin-filaments
MRRF	Cytokinetic-bridge
MRRF	Microtubules
NR6A1	Nucleoplasm
ALAD	Cytosol
ASTN2	Cytosol
WDR31	Cytosol
POLE3	Nucleoplasm
SURF4	Endoplasmic-reticulum
SURF4	Golgi-apparatus
SURF4	Nuclear-membrane
SURF2	Nucleoli
SURF2	Nucleoli-rim
SURF6	Nucleoli
SURF6	Nucleoli-rim
MED22	Nucleoplasm
REXO4	Nucleoli
REXO4	Nucleoplasm
RPL7A	Nucleoli
GTF3C5	Nucleoplasm
NTMT1	Nucleoplasm
CIZ1	Nucleoplasm
SLC25A25	Mitochondria
SLC25A25	Vesicles
SH3GLB2	Cytosol
MIGA2	Cytosol
PTGES	Endoplasmic-reticulum
LCN2	Endoplasmic-reticulum
LRSAM1	Cytosol
HMCN2	Vesicles
GPR107	Golgi-apparatus
PAXX	Nucleoplasm
IDI2	Vesicles
SEC16A	Golgi-apparatus
DPH7	Nuclear-bodies
NOTCH1	Nucleoplasm
CACNA1B	Acrosome
CACNA1B	Cytosol
CACNA1B	Equatorial-segment
NACC2	Mitochondria
NACC2	Nucleoli
PDSS1	Cytosol
FAM171A1	Plasma-membrane
MINDY3	Nuclear-membrane
MINDY3	Nucleoplasm
RSU1	Vesicles
ST8SIA6	Endoplasmic-reticulum
PARD3	Cell-Junctions
PARD3	Plasma-membrane
ZEB1	Nucleoplasm
FAM13C	Cytosol
FAM13C	Nucleoplasm
NRBF2	Cytosol
NRBF2	Nucleoplasm
A1CF	Nucleoplasm
CDHR1	Golgi-apparatus
LRIT1	Flagellar-centriole
RGR	Vesicles
POLR3A	Nucleoplasm
HERC4	Cytosol
LRMDA	Nucleoplasm
CAMK2G	Plasma-membrane
CAMK2G	Primary-cilium-tip
CAMK2G	Primary-cilium-transition-zone
CAMK2G	Principal-piece
ADIRF	Cytosol
ADIRF	Nucleoplasm
GLUD1	Mitochondria
ANKRD1	Nucleoli-fibrillar-center
HTR7	Plasma-membrane
RPP30	Nucleoli
RPP30	Nucleoplasm
ADD3	Plasma-membrane
VAX1	Nucleoli-rim
DNAJB12	Endoplasmic-reticulum
DNAJB12	Nuclear-membrane
EIF4EBP2	Mitochondria
EIF4EBP2	Nucleoplasm
PLEKHS1	Centrosome
TCF7L2	Nuclear-bodies
TCF7L2	Nucleoplasm
MKI67	Nucleoli-rim
CYP17A1	Vesicles
INA	Intermediate-filaments
LRRC27	Golgi-apparatus
MTG1	Mitochondria
TAF5	Nucleoplasm
PPRC1	Nucleoplasm
CNNM2	Vesicles
PDCD11	Nucleoli-rim
ADAM12	Plasma-membrane
RGS10	Nucleoplasm
BTBD10	Nucleoli-fibrillar-center
BTBD10	Nucleoplasm
GAS2	Cytosol
GAS2	Plasma-membrane
SLC5A12	Plasma-membrane
LRRC4C	Cytosol
IMMP1L	Mitochondria
PGAP2	Microtubules
TUT1	Nucleoplasm
SYT8	Endoplasmic-reticulum
SYT8	Nucleoli-fibrillar-center
ZNF214	Nucleoplasm
ZNF215	Nucleoplasm
ZNF215	Vesicles
APIP	Nucleoplasm
DGKZ	Nuclear-speckles
EIF3M	Cytosol
TNKS1BP1	Plasma-membrane
SSRP1	Cytosol
SSRP1	Nucleoplasm
SLC43A1	Golgi-apparatus
SLC43A1	Plasma-membrane
SLC43A1	Vesicles
PTPRJ	Cell-Junctions
PTPRJ	Nucleoplasm
CSTPP1	Basal-body
ARFGAP2	Golgi-apparatus
CELF1	Nucleoplasm
HIKESHI	Nuclear-speckles
CCDC81	Basal-body
CCDC81	Plasma-membrane
SESN3	Nucleoplasm
ENDOD1	Nuclear-membrane
CCDC82	Nucleoplasm
KLHL35	Centrosome
KLHL35	Nucleoplasm
SERPINH1	Endoplasmic-reticulum
CAPN5	Nucleoplasm
INTS4	Nucleoli-rim
PAK1	Cytosol
PAK1	Plasma-membrane
RPS3	Cytosol
RPS3	Endoplasmic-reticulum
ZC3H12C	Golgi-apparatus
ZC3H12C	Nuclear-membrane
TTC12	Cytosol
NCAM1	Plasma-membrane
C11orf52	Cell-Junctions
NPAT	Nuclear-bodies
NPAT	Nucleoplasm
ATM	Nucleoplasm
GLB1L2	Nucleoplasm
SLX4IP	Cytosol
LAMTOR1	Golgi-apparatus
P4HA3	Cytosol
ST14	Nucleoplasm
ST14	Vesicles
ADAM33	Plasma-membrane
TKFC	Cytosol
MTA2	Nucleoplasm
TMEM138	Microtubules
TMEM138	Primary-cilium
ROM1	Cytosol
ROM1	Plasma-membrane
INCENP	Kinetochore
INCENP	Nuclear-bodies
MS4A3	Golgi-apparatus
CPSF7	Nucleoplasm
EI24	Cytosol
EI24	Endoplasmic-reticulum
CCDC15	Plasma-membrane
CHEK1	Nucleoplasm
FEZ1	Cytosol
FEZ1	Microtubules
ESAM	Cell-Junctions
MPZL2	Cell-Junctions
TMEM25	Golgi-apparatus
TMEM25	Vesicles
TAGLN	Cytosol
TAGLN	Mitochondria
DUSP15	Cytosol
DUSP15	Plasma-membrane
COMMD7	Vesicles
KIAA1755	Nucleoli
SPATA25	Golgi-apparatus
DSN1	Nucleoplasm
SOGA1	Cytosol
SOGA1	Nucleoli
CNBD2	Mid-piece
CNBD2	Nucleoli
LSM14B	Vesicles
CABLES2	Nucleoli
LTO1	Nucleoplasm
GPHA2	Vesicles
TRPT1	Mitochondria
NUDT22	Nucleoplasm
FERMT3	Vesicles
PLCB3	Golgi-apparatus
PLCB3	Nucleoplasm
CDC42EP2	Cytosol
CDC42EP2	Microtubules
FAU	Cytosol
FAU	Endoplasmic-reticulum
TM7SF2	Endoplasmic-reticulum
VPS51	Golgi-apparatus
VPS51	Vesicles
TBX6	Nucleoplasm
PPP4C	Nucleoplasm
ALDOA	Cytosol
DOC2A	Cell-Junctions
HIRIP3	Nucleoplasm
TAOK2	Cytosol
TAOK2	Nucleoplasm
HMGA2	Nucleoli
HMGA2	Nucleoli-rim
HMGA2	Nucleoplasm
MMP3	Vesicles
CNKSR2	Golgi-apparatus
CNKSR2	Plasma-membrane
KLRF1	Plasma-membrane
MKX	Nuclear-speckles
MKX	Nucleoplasm
MPP7	Cell-Junctions
ITGB1	Focal-adhesion-sites
ITGB1	Plasma-membrane
PCDH15	Plasma-membrane
PCDH15	Vesicles
CWC15	Nuclear-speckles
ARID5B	Endoplasmic-reticulum
CDH8	Plasma-membrane
DCUN1D2	Cytosol
DCUN1D2	Plasma-membrane
TMCO3	Cytosol
TMEM218	Plasma-membrane
TIRAP	Cytokinetic-bridge
TIRAP	Cytosol
TIRAP	Nucleoplasm
EEF1AKMT1	Cytosol
EEF1AKMT1	Plasma-membrane
LATS2	Centriolar-satellite
LATS2	Cytosol
SAP18	Nuclear-bodies
SAP18	Nucleoplasm
KIAA1328	Nuclear-speckles
FAM124A	Nucleoplasm
MIA2	Endoplasmic-reticulum
HNMT	Cytosol
HNMT	Nucleoplasm
LYPD1	Nucleoplasm
LYPD1	Vesicles
PDCD4	Nucleoplasm
WDR17	Nuclear-speckles
SPATA4	Nucleoplasm
CD226	Plasma-membrane
FSIP1	Annulus
FSIP1	Flagellar-centriole
FSIP1	Nucleoplasm
DLG2	Plasma-membrane
CCDC83	Nucleoplasm
RGS18	Golgi-apparatus
PPP1R1C	Nucleoplasm
POU2AF2	Nucleoplasm
CCT5	Mid-piece
ATPSCKMT	Nucleoplasm
ATPSCKMT	Vesicles
DOCK1	Cytosol
DOCK1	Nucleoplasm
DIXDC1	Cytosol
DLAT	Mitochondria
PIH1D2	Nucleoplasm
NKAPD1	Cytosol
IL18	Golgi-apparatus
IL18	Nucleoplasm
TEX12	Basal-body
TEX12	Centrosome
PTS	Cytosol
PIP4K2A	Golgi-apparatus
C2orf50	Golgi-apparatus
FREM2	Cytosol
FOXO1	Nucleoplasm
SEC24D	Vesicles
ABCB9	Vesicles
RILPL2	Cytosol
DHX37	Nuclear-membrane
SLC7A11	Vesicles
NOCT	Nuclear-bodies
ENKUR	Mid-piece
CACNA2D4	Mid-piece
CACNA2D4	Principal-piece
DCP1B	Cytosol
DCP1B	Vesicles
CACNA1C	Nucleoplasm
CACNA1C	Plasma-membrane
KCNA6	Cytosol
KCNA6	Plasma-membrane
THRB	Nuclear-bodies
OXSM	Cytosol
OXSM	Mitochondria
UEVLD	Nucleoplasm
TMEM86A	Golgi-apparatus
TMEM86A	Nucleoplasm
NOPCHAP1	Nucleoplasm
TMEM263	Vesicles
ABTB3	Nucleoplasm
UBE3B	Nuclear-speckles
ANK3	Plasma-membrane
IPMK	Nucleoplasm
DLG5	Cell-Junctions
MAT1A	Nucleoplasm
SLC2A13	Nuclear-membrane
GXYLT1	Endoplasmic-reticulum
TWF1	Cytosol
DIP2C	Cytosol
DIP2C	Nucleoplasm
EIF4E	Cytoplasmic-bodies
EIF4E	Cytosol
MAGI1	Cell-Junctions
SRFBP1	Nucleoli-rim
NPAS3	Nucleoplasm
FAM177A1	Vesicles
MBIP	Cytosol
MIPOL1	Cytosol
EXT2	Golgi-apparatus
TMEM18	Mitochondria
KCTD14	Nucleoplasm
THRSP	Nucleoplasm
NDUFC2	Mitochondria
MSGN1	Acrosome
MSGN1	Equatorial-segment
MSGN1	Mid-piece
ADAMTS12	Nucleoli
NUBPL	Mitochondria
NEK7	Nucleoplasm
FER	Cytosol
ANKRD50	Cytosol
ANKRD50	Nucleoplasm
UPF2	Cytosol
CDC123	Golgi-apparatus
CDC123	Nucleoplasm
SCLT1	Basal-body
SCLT1	Cytosol
C4orf33	Golgi-apparatus
FRMD4A	Golgi-apparatus
SLC25A31	Mitochondria
EPS8	Plasma-membrane
THYN1	Nucleoli-fibrillar-center
THYN1	Nucleoplasm
NCAPD3	Nucleoplasm
VTI1A	Golgi-apparatus
VTI1A	Vesicles
QDPR	Mitochondria
FHIP2A	Nuclear-speckles
TEX9	Centrosome
TEX9	Cytosol
TEX9	Primary-cilium
QTRT2	Endoplasmic-reticulum
MMAA	Cytosol
ZNF827	Nucleoplasm
EDNRA	Cytosol
EDNRA	Plasma-membrane
NR3C2	Nucleoplasm
AKR1C2	Cytosol
AKR1C2	Nucleoplasm
DPYSL4	Mitochondria
VENTX	Nucleoli-fibrillar-center
ITIH2	Golgi-apparatus
KIN	Nucleoplasm
ANKAR	Centriolar-satellite
INPP1	Centriolar-satellite
MFSD6	Cytosol
MFSD6	Nucleoplasm
RNF144A	Vesicles
ASAP2	Cytosol
ADAM17	Cytosol
FLI1	Nuclear-bodies
TMEM45B	Nucleoplasm
WWC2	Microtubules
CENPU	Centriolar-satellite
CENPU	Nucleoplasm
SLC25A4	Mitochondria
AMN1	Centrosome
SAV1	Cytosol
CCDC122	Vesicles
SERP2	Endoplasmic-reticulum
NBAS	Golgi-apparatus
TDO2	Cytosol
TDO2	Plasma-membrane
GUF1	Mitochondria
GUF1	Nucleoplasm
GABRA2	Plasma-membrane
PABPC3	Cytosol
CENPJ	Centrosome
FBXO4	Nucleoplasm
TMEM267	Nucleoplasm
PARP8	Nucleoplasm
GFRA1	Golgi-apparatus
DST	Microtubules
DST	Nucleoplasm
BEND6	Nucleoplasm
BEND6	Plasma-membrane
TIAL1	Nucleoplasm
BAG3	Cytosol
GLT1D1	Cytosol
RBM46	Cytosol
SCHIP1	Cell-Junctions
SCHIP1	Cytosol
SCHIP1	Plasma-membrane
KCNE4	Microtubules
AP1S3	Vesicles
CCDC74B	Basal-body
CCDC74B	Centrosome
TLCD4	Nuclear-speckles
MZT2B	Centrosome
TUBA3E	Microtubules
ASTN1	Golgi-apparatus
PTPN14	Nucleoplasm
GPATCH11	Nucleoplasm
HSPB8	Cytosol
GEMIN6	Nuclear-bodies
GEMIN6	Nucleoplasm
TMEM178A	Vesicles
OBI1	Nuclear-bodies
OBI1	Nucleoplasm
ARL11	Cytosol
ARL11	Intermediate-filaments
RIT2	Nucleoplasm
SETBP1	Nucleoplasm
ARL14EP	Cytosol
ARL14EP	Focal-adhesion-sites
ARL14EP	Vesicles
EPG5	Nuclear-speckles
PSTPIP2	Plasma-membrane
ATP5F1A	Mitochondria
HAUS1	Cytosol
C18orf25	Nucleoplasm
SPC25	Cytosol
PDE3B	Endoplasmic-reticulum
TCF7L1	Nucleoplasm
TGOLN2	Golgi-apparatus
KCNK13	Cell-Junctions
KCNK13	Nuclear-speckles
UHMK1	Nucleoplasm
ATG10	Nucleoli
SPOCK1	Vesicles
FAM151B	Cytosol
TADA1	Nucleoplasm
CWF19L2	Nuclear-speckles
HOMER1	Cytosol
XRCC4	Nucleoplasm
BOLL	Annulus
ZNF773	Nucleoplasm
ZNF776	Nucleoplasm
ZNF256	Nucleoplasm
DCLRE1C	Nucleoplasm
RPP38	Nucleoli
NMT2	Cytosol
NMT2	Golgi-apparatus
NMT2	Plasma-membrane
ZSCAN1	Nucleoli
ZNF837	Nucleoli
USP12	Nucleoplasm
CCDC50	Cytosol
CAMK4	Nucleoli-fibrillar-center
CAMK4	Nucleoplasm
TRIM36	Cytosol
PLEKHH2	Cytosol
PLEKHH2	Plasma-membrane
PFKM	Endoplasmic-reticulum
TMEM123	Golgi-apparatus
IGSF10	Vesicles
SPEF2	Flagellar-centriole
SPEF2	Primary-cilium
MBNL1	Nucleoplasm
CAPSL	Microtubules
CAPSL	Nucleoplasm
CAPSL	Primary-cilium
NADK2	Mitochondria
GJA1	Cell-Junctions
GJA1	Vesicles
CCNO	Nucleoli
DDX4	Cytosol
DDX4	Nucleoplasm
DDX4	Plasma-membrane
CLEC4F	Plasma-membrane
SLC30A6	Golgi-apparatus
PELO	Nucleoli-fibrillar-center
RASGRP3	Cytosol
SAR1B	Endoplasmic-reticulum
CATSPER3	Mid-piece
CATSPER3	Principal-piece
GPR180	Vesicles
DNAI4	Flagellar-centriole
ANKRD22	Nucleoplasm
FARP1	Cytosol
IFIT5	Plasma-membrane
PRDM8	Nuclear-bodies
HNRNPDL	Nucleoplasm
HHEX	Nucleoplasm
UTRN	Plasma-membrane
GRM1	Vesicles
PTPRK	Cell-Junctions
GGPS1	Cytosol
ZNF117	Cytosol
ZNF117	Nucleoli-fibrillar-center
RAB3C	Cytosol
LMNTD1	Centrosome
LMNTD1	Nucleoplasm
MARVELD2	Cell-Junctions
RAD17	Nucleoplasm
MED21	Nucleoplasm
STK32B	Nuclear-bodies
STK32B	Nucleoplasm
NRSN1	Cytosol
NRSN1	Plasma-membrane
ZIC1	Nucleoplasm
CPB1	Endoplasmic-reticulum
SREK1IP1	Nucleoli
SREK1IP1	Nucleoplasm
CWC27	Nucleoplasm
MR1	Plasma-membrane
SRP19	Cytosol
CENPH	Nucleoli-rim
CENPH	Nucleoplasm
CDYL	Nuclear-speckles
BANK1	Cytosol
BANK1	Plasma-membrane
TXNDC11	Cytosol
TXNDC11	Plasma-membrane
DAB2	Plasma-membrane
DAB2	Vesicles
ACMSD	Cytosol
ACOXL	Cytosol
BCL2L11	Mitochondria
ANAPC1	Vesicles
CAST	Cytosol
CAST	Endoplasmic-reticulum
SCOC	Golgi-apparatus
SCOC	Nucleoplasm
CLGN	Endoplasmic-reticulum
CETN3	Centrosome
SMARCA5	Nucleoli-fibrillar-center
SMARCA5	Nucleoplasm
SYCP2L	Nucleoplasm
BMP6	Mitochondria
RGPD3	Nuclear-membrane
RGPD3	Vesicles
RASSF3	Cytosol
RASSF3	Plasma-membrane
HNRNPU	Nucleoplasm
RANBP2	Nuclear-membrane
AHCTF1	Nuclear-bodies
AHCTF1	Nuclear-membrane
AHCTF1	Nucleoplasm
MERTK	Plasma-membrane
TMEM87B	Golgi-apparatus
TMEM87B	Vesicles
PTPRR	Cell-Junctions
PTPRR	Cytosol
PTPRR	Plasma-membrane
NR4A2	Nuclear-speckles
PLA2R1	Cytosol
RBMS1	Cytosol
FEZF2	Nucleoplasm
FEZF2	Vesicles
